"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,1277,0,1,0,1,1
"2",1,1066,0,1,0,1,1
"3",2,706,0,1,0,1,1
"4",3,348,0,1,0,1,1
"5",4,47,10,0.787234042553192,0.059697215587541,0.678509437539852,0.913380718773333
"6",0,1269,0,1,0,1,1
"7",1,1085,0,1,0,1,1
"8",2,725,0,1,0,1,1
"9",3,365,9,0.975342465753425,0.00811721327635583,0.959562072101184,0.991382374481406
"10",4,5,4,0.195068493150685,0.17448211708401,0.0337921922190985,1
"11",0,1283,0,1,0,1,1
"12",1,1132,0,1,0,1,1
"13",2,772,0,1,0,1,1
"14",3,412,0,1,0,1,1
"15",4,52,13,0.75,0.0600480576769077,0.64107759289051,0.877428888855377
"16",0,1277,0,1,0,1,1
"17",1,1066,0,1,0,1,1
"18",2,706,0,1,0,1,1
"19",3,348,1,0.997126436781609,0.00286943156532884,0.991518284646248,1
"20",4,47,6,0.869833700171191,0.0486012862143748,0.779607486209016,0.970502053068606
