"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,5888,0,1,0,1,1
"2",1,5528,0,1,0,1,1
"3",2,5168,0,1,0,1,1
"4",3,4808,0,1,0,1,1
"5",4,4448,0,1,0,1,1
"6",5,4088,0,1,0,1,1
"7",6,3728,0,1,0,1,1
"8",7,3368,0,1,0,1,1
"9",8,3008,21,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"10",9,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"11",10,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"12",11,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"13",12,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"14",13,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"15",14,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"16",15,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"17",16,2712,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"18",17,2520,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"19",18,2160,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"20",19,1800,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"21",20,1440,0,0.993018617021277,0.00151813541220685,0.990047579735288,0.995998570103572
"22",0,5884,0,1,0,1,1
"23",1,5524,0,1,0,1,1
"24",2,5164,0,1,0,1,1
"25",3,4804,0,1,0,1,1
"26",4,4444,0,1,0,1,1
"27",5,4084,0,1,0,1,1
"28",6,3724,0,1,0,1,1
"29",7,3364,0,1,0,1,1
"30",8,3004,33,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"31",9,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"32",10,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"33",11,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"34",12,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"35",13,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"36",14,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"37",15,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"38",16,2681,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"39",17,2520,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"40",18,2160,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"41",19,1800,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"42",20,1440,0,0.98901464713715,0.0019017718003138,0.985294258017618,0.992749084136378
"43",0,5875,0,1,0,1,1
"44",1,5515,0,1,0,1,1
"45",2,5155,0,1,0,1,1
"46",3,4795,0,1,0,1,1
"47",4,4435,0,1,0,1,1
"48",5,4075,0,1,0,1,1
"49",6,3715,0,1,0,1,1
"50",7,3355,0,1,0,1,1
"51",8,2995,29,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"52",9,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"53",10,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"54",11,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"55",12,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"56",13,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"57",14,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"58",15,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"59",16,2656,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"60",17,2520,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"61",18,2160,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"62",19,1800,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"63",20,1440,0,0.990317195325543,0.0017893254218112,0.986816384317249,0.993830425744286
"64",0,5841,0,1,0,1,1
"65",1,5481,0,1,0,1,1
"66",2,5121,0,1,0,1,1
"67",3,4761,0,1,0,1,1
"68",4,4401,0,1,0,1,1
"69",5,4041,0,1,0,1,1
"70",6,3681,0,1,0,1,1
"71",7,3321,0,1,0,1,1
"72",8,2961,30,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"73",9,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"74",10,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"75",11,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"76",12,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"77",13,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"78",14,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"79",15,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"80",16,2631,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"81",17,2520,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"82",18,2160,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"83",19,1800,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
"84",20,1440,0,0.989868287740628,0.00184039449485118,0.986267745035362,0.993481974856059
