"","1","2","3"
"[0,5)",0.0634633408229924,NA,NA
"[5,10)",0.0886808080380739,0.0605365028306252,NA
"[10,15)",NA,0.0138936973434233,NA
"[15,20)",NA,0.0144905724516559,NA
"[20,25)",NA,0.00454138216487405,NA
"[25,30)",NA,0.00700842679443619,NA
"[30,35)",NA,0.00636944878959793,NA
"[35,40)",NA,0.00503831473655781,NA
"[40,45)",NA,0.00677545788038855,NA
"[45,50)",NA,0.00480141781702172,NA
"[50,55)",NA,0.00674199862463251,NA
"[55,60)",NA,0.0102369043545576,NA
"[60,65)",NA,0.0143122129374809,NA
"[65,70)",NA,0.00837495433658353,NA
"[70,75)",NA,0.00831590216727693,NA
"[75,80)",NA,0.0087652630781875,NA
"[80,85)",NA,0.00837281465983251,NA
"[85,90)",NA,0.0112935423005075,NA
"[90,95)",NA,0.0227526768918298,NA
"[95,100)",NA,0.0176048308691129,NA
"[100,105)",NA,0.0219318049999608,NA
"[105,110)",NA,0.0705930918389656,0.0495078341378983
"[110,Inf)",NA,NA,0.0242235754833056
