"","1","2","3"
"[0,5)",0.0335430560924591,NA,NA
"[5,10)",0.0665214619134675,NA,NA
"[10,15)",0.0224536559755124,0.018275606287086,NA
"[15,20)",NA,0.00619985713046904,NA
"[20,25)",NA,0.00958430421998777,NA
"[25,30)",NA,0.00826407219174732,NA
"[30,35)",NA,0.00835929921169946,NA
"[35,40)",NA,0.00790532557799948,NA
"[40,45)",NA,0.00703419315632361,NA
"[45,50)",NA,0.00611658298501597,NA
"[50,55)",NA,0.00699227460242978,NA
"[55,60)",NA,0.00734865387021365,NA
"[60,65)",NA,0.00674535201883359,NA
"[65,70)",NA,0.00663570900753141,NA
"[70,75)",NA,0.00796305353612398,NA
"[75,80)",NA,0.00720819269706647,NA
"[80,85)",NA,0.00850678820118228,NA
"[85,90)",NA,0.0086830725282055,NA
"[90,95)",NA,0.00815110573170783,NA
"[95,100)",NA,0.00690427386978518,NA
"[100,105)",NA,0.0061010635162197,NA
"[105,110)",NA,0.00678851354008496,NA
"[110,115)",NA,0.00659961760332954,NA
"[115,120)",NA,0.00734557589987125,NA
"[120,125)",NA,0.008326772632267,NA
"[125,130)",NA,0.00825158033885498,NA
"[130,135)",NA,0.00775005288787193,NA
"[135,140)",NA,0.00809759813593484,NA
"[140,145)",NA,0.00858880236158289,NA
"[145,150)",NA,0.00847482770671626,NA
"[150,155)",NA,0.00722138138885312,NA
"[155,160)",NA,0.00821051687852765,NA
"[160,165)",NA,0.00814277836117182,NA
"[165,170)",NA,0.00799912582636468,NA
"[170,175)",NA,0.00611217320101936,NA
"[175,180)",NA,0.00601896595382672,NA
"[180,185)",NA,0.00795737172766878,NA
"[185,190)",NA,0.00817637736733982,NA
"[190,195)",NA,0.00869088221876174,NA
"[195,200)",NA,0.00747489972334917,NA
"[200,205)",NA,0.00636589738213495,NA
"[205,210)",NA,0.00611217320101922,NA
"[210,215)",NA,0.00644357620855799,NA
"[215,220)",NA,0.00729817807835649,NA
"[220,225)",NA,0.0081511057317078,NA
"[225,230)",NA,0.00851845658344884,NA
"[230,235)",NA,0.00755202070538143,NA
"[235,240)",NA,0.00746467635164623,NA
"[240,245)",NA,0.00677545788038859,NA
"[245,250)",NA,0.0059836607360542,NA
"[250,255)",NA,0.00677545788038858,NA
"[255,260)",NA,0.00857165056877575,NA
"[260,265)",NA,0.00821191509485465,NA
"[265,270)",NA,0.00794599592238458,NA
"[270,275)",NA,0.00702454184628135,NA
"[275,280)",NA,0.00626716756417033,NA
"[280,285)",NA,0.00741299603240085,NA
"[285,290)",NA,0.00857165056877575,NA
"[290,295)",NA,0.0076057299450074,NA
"[295,300)",NA,0.00611956845260627,NA
"[300,305)",NA,0.00652726252252755,NA
"[305,310)",NA,0.00747489972334923,NA
"[310,315)",NA,0.00868307252820549,NA
"[315,320)",NA,0.00850613380768914,NA
"[320,325)",NA,0.00759978099615421,NA
"[325,330)",NA,0.0058706084368885,NA
"[330,335)",NA,0.00763836634590097,NA
"[335,340)",NA,0.00776250025806187,NA
"[340,345)",NA,0.00763540516480663,NA
"[345,350)",NA,0.00757249346930441,NA
"[350,355)",NA,0.00677545788038859,NA
"[355,360)",NA,0.0061010635162197,NA
"[360,365)",NA,0.00578914906934376,NA
"[365,370)",NA,0.00623547262692409,NA
"[370,375)",NA,0.00826133529079739,NA
"[375,380)",NA,0.00732368511313559,NA
"[380,385)",NA,0.00781108931180516,NA
"[385,390)",NA,0.00773252541826977,NA
"[390,395)",NA,0.00868567653861887,NA
"[395,400)",NA,0.00764144020401966,NA
"[400,405)",NA,0.00565477508219486,NA
"[405,410)",NA,0.00631717974311,NA
"[410,415)",NA,0.00750696947395877,NA
"[415,420)",NA,0.00863344710210049,NA
"[420,425)",NA,0.0071394965280406,NA
"[425,430)",NA,0.00767795864478635,NA
"[430,440)",NA,0.00614716609061009,NA
"[440,445)",NA,0.00786015261273165,NA
"[445,450)",NA,0.00813166193501788,NA
"[450,455)",NA,0.00818985483983708,NA
"[455,460)",NA,0.0079097473135431,NA
"[460,465)",NA,0.0060862190574441,NA
"[465,470)",NA,0.00782679635986137,NA
"[470,475)",NA,0.00862034029766674,NA
"[475,480)",NA,0.00769735074573956,NA
"[480,485)",NA,0.00750696947395875,NA
"[485,490)",NA,0.00822753351207443,NA
"[490,495)",NA,0.00633027372595377,NA
"[495,500)",NA,0.00747957592006769,NA
"[500,505)",NA,0.00811495874325892,NA
"[505,510)",NA,0.0105652117670873,NA
"[510,515)",NA,0.00659619012057245,NA
"[515,520)",NA,0.00794063051990289,NA
"[520,525)",NA,0.00711411157112433,NA
"[525,530)",NA,0.00636862940980565,NA
"[530,535)",NA,0.00760572994500734,NA
"[535,540)",NA,0.00748585278100548,NA
"[540,545)",NA,0.00782844088293581,NA
"[545,550)",NA,0.00704464616762542,NA
"[550,555)",NA,0.00703097752499842,NA
"[555,560)",NA,0.00711051619500586,NA
"[560,565)",NA,0.00712046629465226,NA
"[565,570)",NA,0.00767381139170368,NA
"[570,575)",NA,0.00765906255740575,NA
"[575,580)",NA,0.00726616837110195,NA
"[580,585)",NA,0.00659961760332943,NA
"[585,590)",NA,0.00792887967288777,NA
"[590,595)",NA,0.00817603695444293,NA
"[595,600)",NA,0.00780239905584715,NA
"[600,605)",NA,0.00869868489777055,NA
"[605,610)",NA,0.00754782730126337,NA
"[610,615)",NA,0.00812888045317317,NA
"[615,620)",NA,0.00831910206737837,NA
"[620,625)",NA,0.0073977272293052,NA
"[625,630)",NA,0.00832677263226702,NA
"[630,640)",NA,0.0100573656482293,NA
"[640,650)",NA,0.00901000684158933,NA
"[650,655)",NA,0.00939605467788073,NA
"[655,660)",NA,0.0159062154150063,NA
"[660,665)",NA,0.00779660017057498,NA
"[665,670)",NA,0.00813636689195288,NA
"[670,675)",NA,0.00656526225491439,NA
"[675,680)",NA,0.00803256774152228,NA
"[680,685)",NA,0.00826680818658866,NA
"[685,690)",NA,0.00891945971717534,NA
"[690,695)",NA,0.00763244283485423,NA
"[695,700)",NA,0.00909545340965875,NA
"[700,705)",NA,0.00943208723248914,NA
"[705,710)",NA,0.00704792186494562,0.0064377818742943
"[710,715)",NA,NA,0.00723702225922112
"[715,720)",NA,NA,0.00999547613638918
"[720,725)",NA,NA,0.0095488460732025
"[725,Inf)",NA,NA,0.01065553249119
