"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,3747,0,1,0,1,1
"2",1,3659,0,1,0,1,1
"3",2,2970,0,1,0,1,1
"4",3,2281,0,1,0,1,1
"5",4,1592,0,1,0,1,1
"6",5,903,59,0.934662236987818,0.00822366865673697,0.918682324078867,0.95092011063454
"7",6,214,175,0.17033564132021,0.0247107311852922,0.128180223355373,0.226354970715932
"8",0,3770,0,1,0,1,1
"9",1,3725,0,1,0,1,1
"10",2,3036,0,1,0,1,1
"11",3,2347,0,1,0,1,1
"12",4,1658,0,1,0,1,1
"13",5,969,35,0.963880288957688,0.00599406978321741,0.952203433723699,0.975700337277658
"14",6,280,216,0.2203154946189,0.0242269355355793,0.177599969783099,0.273304760290505
"15",0,3741,0,1,0,1,1
"16",1,3058,0,1,0,1,1
"17",2,2369,0,1,0,1,1
"18",3,1680,0,1,0,1,1
"19",4,991,15,0.984863773965691,0.00387846660740685,0.977291380391391,0.992494841079526
"20",5,302,198,0.339158385736529,0.0269617792949837,0.29022534127695,0.396341718849566
"21",0,3737,0,1,0,1,1
"22",1,3101,0,1,0,1,1
"23",2,2412,3,0.998756218905473,0.000717650632836795,0.99735063949747,1
"24",3,1723,0,0.998756218905473,0.000717650632836795,0.99735063949747,1
"25",4,1034,0,0.998756218905473,0.000717650632836795,0.99735063949747,1
"26",5,345,211,0.38792270531401,0.0262089150746908,0.339809990319191,0.442847560652313
