"","1","2","3"
"[0,5)",0.0424566143558822,NA,NA
"[5,10)",0.0343895867692667,NA,NA
"[10,15)",0.0167640831171472,NA,NA
"[15,20)",0.020956989342433,NA,NA
"[20,25)",0.0170047805506674,NA,NA
"[25,30)",0.016557111192309,NA,NA
"[30,35)",0.01555487135879,NA,NA
"[35,40)",0.020288154065915,NA,NA
"[40,45)",0.0186344138440238,NA,NA
"[45,50)",0.0167091412795168,NA,NA
"[50,55)",0.0153690239297011,NA,NA
"[55,60)",0.012780193008454,NA,NA
"[60,65)",0.019678449616531,NA,NA
"[65,70)",0.0211969418744212,NA,NA
"[70,75)",0.011351236704106,NA,NA
"[75,80)",0.020226549396588,NA,NA
"[80,85)",0.0136668068397634,NA,NA
"[85,90)",0.0136289077492212,NA,NA
"[90,95)",0.0256434437409751,NA,NA
"[95,100)",0.0192020626970818,NA,NA
"[100,105)",0.0184110161925239,NA,NA
"[105,110)",0.0199453275719909,NA,NA
"[110,115)",0.0231039629381688,NA,NA
"[115,120)",0.0168446977522463,NA,NA
"[120,125)",0.0170192588679352,NA,NA
"[125,130)",0.0212835266285248,NA,NA
"[130,135)",0.0177595692191723,NA,NA
"[135,140)",0.0181817136883099,NA,NA
"[140,145)",0.0159920957487372,NA,NA
"[145,150)",0.013121260903005,NA,NA
"[150,155)",0.0142876845931901,NA,NA
"[155,160)",0.0190613046073277,NA,NA
"[160,165)",0.0172373558523808,NA,NA
"[165,170)",0.0165014802540473,NA,NA
"[170,175)",0.0183703909693783,NA,NA
"[175,180)",0.0242929574825963,NA,NA
"[180,185)",0.0207586015962031,NA,NA
"[185,190)",0.0184577803425118,NA,NA
"[190,195)",0.0182700055678229,NA,NA
"[195,200)",0.0214127473045016,NA,NA
"[200,205)",0.0143679080456828,NA,NA
"[205,210)",0.0216100688081188,NA,NA
"[210,215)",0.0183703909693784,NA,NA
"[215,220)",0.0206252830004966,NA,NA
"[220,225)",0.0163440030831375,NA,NA
"[225,230)",0.0194286197236915,NA,NA
"[230,235)",0.0178789029980531,NA,NA
"[235,240)",0.0228337318532216,NA,NA
"[240,245)",0.0204574130115818,NA,NA
"[245,250)",0.0207850837004208,NA,NA
"[250,255)",0.0180262651860873,NA,NA
"[255,260)",0.019570511646566,NA,NA
"[260,265)",0.0204995093857749,NA,NA
"[265,270)",0.022244720411974,NA,NA
"[270,275)",0.0210882110117989,NA,NA
"[275,280)",0.0197367735429339,NA,NA
"[280,285)",0.0166090959707479,NA,NA
"[285,290)",0.021291625896895,NA,NA
"[290,295)",0.0231337937613592,NA,NA
"[295,300)",0.0238505885611371,NA,NA
"[300,305)",0.0173171896528064,NA,NA
"[305,310)",0.0183703909693784,NA,NA
"[310,315)",0.0142231800443752,NA,NA
"[315,320)",0.0190733610946859,NA,NA
"[320,325)",0.0198413245757319,NA,NA
"[325,330)",0.0226948776437409,NA,NA
"[330,335)",0.0229166405433498,NA,NA
"[335,340)",0.0199107202684683,NA,NA
"[340,345)",0.019286109586656,NA,NA
"[345,350)",0.0226035293755175,NA,NA
"[350,355)",0.0241665675780766,NA,NA
"[355,360)",0.0255153773783304,NA,NA
"[360,365)",0.0223991994930852,NA,NA
"[365,370)",0.0222114779718635,NA,NA
"[370,375)",0.0236597748559988,NA,NA
"[375,380)",0.0173347226928335,NA,NA
"[380,385)",0.0154659433045272,NA,NA
"[385,390)",0.019286109586656,NA,NA
"[390,395)",0.0223991994930853,NA,NA
"[395,400)",0.0254273813857804,NA,NA
"[400,405)",0.0230042474838637,NA,NA
"[405,410)",0.0259087700946242,NA,NA
"[410,415)",0.0206252830004966,NA,NA
"[415,420)",0.0252094672966191,NA,NA
"[420,425)",0.0172506871427358,NA,NA
"[425,430)",0.0177835923714942,NA,NA
"[430,440)",0.0200077668534815,NA,NA
"[440,445)",0.0226644691294444,NA,NA
"[445,450)",0.0165014802540472,NA,NA
"[450,455)",0.016045911141715,NA,NA
"[455,460)",0.0218199077537975,NA,NA
"[460,465)",0.0235307156984394,NA,NA
"[465,470)",0.0214127473045014,NA,NA
"[470,475)",0.0184733420857215,NA,NA
"[475,480)",0.0283333333333333,0.025080821737886,NA
"[480,485)",NA,0.0249620401465076,NA
"[485,490)",NA,0.0197583928665756,NA
"[490,495)",NA,0.0173668994182121,NA
"[495,500)",NA,0.0239731650742691,NA
"[500,505)",NA,0.0204385417813449,NA
"[505,510)",NA,0.0262262481486396,NA
"[510,515)",NA,0.0148141192137372,NA
"[515,520)",NA,0.0189978825196359,NA
"[520,525)",NA,0.013978637231525,NA
"[525,530)",NA,0.0186436639879761,NA
"[530,535)",NA,0.020438541781345,NA
"[535,540)",NA,0.0194906402529847,NA
"[540,545)",NA,0.0143679080456828,NA
"[545,550)",NA,0.0229967513947654,NA
"[550,555)",NA,0.0271376712702185,NA
"[555,560)",NA,0.0182605661429779,NA
"[560,565)",NA,0.0168836450822791,NA
"[565,570)",NA,0.0208265177685693,NA
"[570,575)",NA,0.0229442101979823,NA
"[575,580)",NA,0.0228337318532216,NA
"[580,585)",NA,0.0208028512634604,NA
"[585,590)",NA,0.0167606545286837,NA
"[590,595)",NA,0.0176035524105581,NA
"[595,600)",NA,0.0208146878796463,NA
"[600,605)",NA,0.0206670374456914,NA
"[605,610)",NA,0.0242804495404236,NA
"[610,615)",NA,0.0240234559708134,NA
"[615,620)",NA,0.0235376929308237,NA
"[620,625)",NA,0.0182605661429779,NA
"[625,630)",NA,0.01818171368831,NA
"[630,640)",NA,0.0220421465476972,NA
"[640,650)",NA,0.0247581522269921,NA
"[650,655)",NA,0.0218905322525253,NA
"[655,660)",NA,0.021270020994429,NA
"[660,665)",NA,0.0247250894692231,NA
"[665,670)",NA,0.0202541325427052,NA
"[670,675)",NA,0.0175643316732074,NA
"[675,680)",NA,0.010400044208571,NA
"[680,685)",NA,0.0205107204937422,NA
"[685,690)",NA,0.0749564734122673,NA
"[690,695)",NA,0.100738080781501,NA
"[695,700)",NA,0.0949022485592897,NA
"[700,705)",NA,0.100570784816569,NA
"[705,710)",NA,0.0983972545573986,NA
"[710,715)",NA,0.0978439996926846,NA
"[715,720)",NA,0.0976676277854713,NA
"[720,725)",NA,0.0965234769845938,NA
"[725,730)",NA,0.0959294691645231,NA
"[730,735)",NA,0.0989717247442449,NA
"[735,740)",NA,0.0994791031022244,NA
"[740,745)",NA,0.0979684443683476,NA
"[745,750)",NA,0.097216431135681,NA
"[750,760)",NA,0.0959507471549991,NA
"[760,765)",NA,0.0947009813152375,NA
"[765,770)",NA,0.101273592706639,0.115238882327103
"[770,775)",NA,NA,0.0977805424548188
"[775,780)",NA,NA,0.0676748480417301
"[780,785)",NA,NA,0.0435763823521537
"[785,Inf)",NA,NA,NA
