"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,4661,0,1,0,1,1
"2",1,4308,0,1,0,1,1
"3",2,3956,0,1,0,1,1
"4",3,3604,0,1,0,1,1
"5",4,3252,0,1,0,1,1
"6",5,2900,0,1,0,1,1
"7",6,2548,0,1,0,1,1
"8",7,2196,27,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"9",8,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"10",9,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"11",10,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"12",11,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"13",12,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"14",13,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"15",14,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"16",15,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"17",16,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"18",17,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"19",18,2064,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"20",19,1760,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"21",20,1408,0,0.987704918032787,0.00235159839128897,0.983106607054172,0.992324736815036
"22",0,4613,0,1,0,1,1
"23",1,4261,0,1,0,1,1
"24",2,3908,0,1,0,1,1
"25",3,3556,0,1,0,1,1
"26",4,3204,0,1,0,1,1
"27",5,2852,0,1,0,1,1
"28",6,2500,0,1,0,1,1
"29",7,2148,26,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"30",8,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"31",9,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"32",10,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"33",11,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"34",12,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
