"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"35",13,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"36",14,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"37",15,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"38",16,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"39",17,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"40",18,2036,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"41",19,1760,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"42",20,1408,0,0.987895716945996,0.00235943462376743,0.983282116771858,0.992530964322096
"43",0,4670,0,1,0,1,1
"44",1,4318,0,1,0,1,1
"45",2,3966,0,1,0,1,1
"46",3,3614,0,1,0,1,1
"47",4,3262,0,1,0,1,1
"48",5,2910,0,1,0,1,1
"49",6,2558,0,1,0,1,1
"50",7,2206,25,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"51",8,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"52",9,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"53",10,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"54",11,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"55",12,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"56",13,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"57",14,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"58",15,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"59",16,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"60",17,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"61",18,2002,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"62",19,1760,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"63",20,1408,0,0.988667271078876,0.00225366611532172,0.984260019209691,0.993094257437586
"64",0,4609,0,1,0,1,1
"65",1,4257,0,1,0,1,1
"66",2,3905,0,1,0,1,1
"67",3,3553,0,1,0,1,1
"68",4,3200,0,1,0,1,1
"69",5,2848,0,1,0,1,1
"70",6,2496,0,1,0,1,1
"71",7,2144,29,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"72",8,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"73",9,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"74",10,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"75",11,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"76",12,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"77",13,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"78",14,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"79",15,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"80",16,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"81",17,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"82",18,1988,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"83",19,1760,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
"84",20,1408,0,0.986473880597015,0.00249469245338543,0.981596470784724,0.991375525547864
