"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,10273,0,1,0,1,1
"2",1,9852,0,1,0,1,1
"3",2,9052,0,1,0,1,1
"4",3,8252,0,1,0,1,1
"5",4,7452,0,1,0,1,1
"6",5,6652,0,1,0,1,1
"7",6,5852,0,1,0,1,1
"8",7,5052,0,1,0,1,1
"9",8,4252,0,1,0,1,1
"10",9,3452,0,1,0,1,1
"11",10,2652,0,1,0,1,1
"12",11,1852,0,1,0,1,1
"13",12,1052,209,0.801330798479088,0.0123016486996661,0.777579127233086,0.82580798030944
"14",13,252,252,0,NA,NA,NA
"15",0,10239,0,1,0,1,1
"16",1,9894,0,1,0,1,1
"17",2,9094,0,1,0,1,1
"18",3,8294,0,1,0,1,1
"19",4,7494,0,1,0,1,1
"20",5,6694,0,1,0,1,1
"21",6,5894,0,1,0,1,1
"22",7,5094,0,1,0,1,1
"23",8,4294,0,1,0,1,1
"24",9,3494,0,1,0,1,1
"25",10,2694,0,1,0,1,1
"26",11,1894,0,1,0,1,1
"27",12,1094,124,0.886654478976234,0.00958452791743107,0.868066751542531,0.905640221436472
"28",13,294,294,0,NA,NA,NA
"29",0,10287,0,1,0,1,1
"30",1,10026,0,1,0,1,1
"31",2,9226,0,1,0,1,1
"32",3,8426,0,1,0,1,1
"33",4,7626,0,1,0,1,1
"34",5,6826,0,1,0,1,1
"35",6,6026,0,1,0,1,1
"36",7,5226,0,1,0,1,1
"37",8,4426,0,1,0,1,1
"38",9,3626,0,1,0,1,1
"39",10,2826,0,1,0,1,1
"40",11,2026,0,1,0,1,1
"41",12,1226,0,1,0,1,1
"42",13,426,306,0.28169014084507,0.0217939995508388,0.242055687443932,0.327814381422852
"43",0,10284,0,1,0,1,1
"44",1,10093,0,1,0,1,1
"45",2,9293,0,1,0,1,1
"46",3,8493,0,1,0,1,1
"47",4,7693,0,1,0,1,1
"48",5,6893,0,1,0,1,1
"49",6,6093,0,1,0,1,1
"50",7,5293,0,1,0,1,1
"51",8,4493,0,1,0,1,1
"52",9,3693,0,1,0,1,1
"53",10,2893,0,1,0,1,1
"54",11,2093,0,1,0,1,1
"55",12,1293,2,0.998453209590101,0.00109289976265182,0.996313461505045,1
"56",13,493,313,0.364546810803688,0.0216540686654202,0.324483008014877,0.409557277221268
