"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,1942,0,1,0,1,1
"2",1,1316,0,1,0,1,1
"3",2,516,10,0.98062015503876,0.006068770384013,0.968797431312897,0.992587157425755
"4",0,1940,0,1,0,1,1
"5",1,1371,0,1,0,1,1
"6",2,571,4,0.992994746059545,0.0034903370131404,0.986177321468427,0.999859299373908
"7",0,1937,0,1,0,1,1
"8",1,1441,0,1,0,1,1
"9",2,641,6,0.990639625585023,0.00380343013873821,0.983213017240022,0.998122330127433
"10",0,1924,0,1,0,1,1
"11",1,1513,0,1,0,1,1
"12",2,713,10,0.985974754558205,0.00440396002024059,0.977380823706685,0.99464425027215
