"","1","2","3"
"[0,5)",0.0338858579073958,NA,NA
"[5,10)",0.0710076583340667,0.0246059859679416,NA
"[10,15)",NA,0.0192709735255942,NA
"[15,20)",NA,0.0140528473087313,NA
"[20,25)",NA,0.00884818435330481,NA
"[25,30)",NA,0.00713949652804054,NA
"[30,35)",NA,0.00728684744148383,NA
"[35,40)",NA,0.00857165056877575,NA
"[40,45)",NA,0.00840516306618464,NA
"[45,50)",NA,0.00814924882490753,NA
"[50,55)",NA,0.00689784607077471,NA
"[55,60)",NA,0.00611217320101936,NA
"[60,65)",NA,0.00714266330421232,NA
"[65,70)",NA,0.00708424168041158,NA
"[70,75)",NA,0.008326772632267,NA
"[75,80)",NA,0.00780442764775808,NA
"[80,85)",NA,0.00813166193501785,NA
"[85,90)",NA,0.0076973507457397,NA
"[90,95)",NA,0.00887880099964608,NA
"[95,100)",NA,0.0081492488249075,NA
"[100,105)",NA,0.00865698934362886,NA
"[105,110)",NA,0.00818919636246057,NA
"[110,115)",NA,0.00763540516480661,NA
"[115,120)",NA,0.00844542433633234,NA
"[120,125)",NA,0.00813166193501785,NA
"[125,130)",NA,0.00612229674897556,NA
"[130,135)",NA,0.00674535201883358,NA
"[135,140)",NA,0.00743581705607227,NA
"[140,145)",NA,0.00814555509726655,NA
"[145,150)",NA,0.00832948803186057,NA
"[150,155)",NA,0.00734557589987126,NA
"[155,160)",NA,0.00754319341524314,NA
"[160,165)",NA,0.00657902592254758,NA
"[165,170)",NA,0.0060917614127244,NA
"[170,175)",NA,0.00675540221365801,NA
"[175,180)",NA,0.00875827450070848,NA
"[180,185)",NA,0.00814555509726655,NA
"[185,190)",NA,0.00806876044413854,NA
"[190,195)",NA,0.00659619012057251,NA
"[195,200)",NA,0.00650801908066593,NA
"[200,205)",NA,0.00765019960837246,NA
"[205,210)",NA,0.00848016282068926,NA
"[210,215)",NA,0.00719628528726983,NA
"[215,220)",NA,0.00613750744757174,NA
"[220,225)",NA,0.00677545788038859,NA
"[225,230)",NA,0.0077082585203955,NA
"[230,235)",NA,0.00875827450070848,NA
"[235,240)",NA,0.00857298988601454,NA
"[240,245)",NA,0.00718999757502744,NA
"[245,250)",NA,0.00586562821917598,NA
"[250,255)",NA,0.00788600372345639,NA
"[255,260)",NA,0.00788761384795507,NA
"[260,265)",NA,0.0075069694739588,NA
"[265,270)",NA,0.00741604602061157,NA
"[270,275)",NA,0.00656526225491439,NA
"[275,280)",NA,0.00612229674897569,NA
"[280,285)",NA,0.00581253966590404,NA
"[285,290)",NA,0.00636313684353174,NA
"[290,295)",NA,0.00832677263226701,NA
"[295,300)",NA,0.0074495134752304,NA
"[300,305)",NA,0.00784575407964366,NA
"[305,310)",NA,0.00774897541915187,NA
"[310,315)",NA,0.00868567653861887,NA
"[315,320)",NA,0.00747957592006763,NA
"[320,325)",NA,0.00538016525767645,NA
"[325,330)",NA,0.00636944878959789,NA
"[330,335)",NA,0.00786877908609361,NA
"[335,340)",NA,0.00851845658344884,NA
"[340,345)",NA,0.00737016367038536,NA
"[345,350)",NA,0.00739337572844809,NA
"[350,355)",NA,0.00520932261070633,NA
"[355,360)",NA,0.00737629780683663,NA
"[360,365)",NA,0.00749792674495005,NA
"[365,370)",NA,0.00833589704154146,NA
"[370,375)",NA,0.00814555509726655,NA
"[375,380)",NA,0.00774446189071194,NA
"[380,385)",NA,0.00629085471201551,NA
"[385,390)",NA,0.00802528793843539,NA
"[390,395)",NA,0.00883027562004737,NA
"[395,400)",NA,0.00698983611094043,NA
"[400,405)",NA,0.00756697817835467,NA
"[405,410)",NA,0.00798600173905716,NA
"[410,415)",NA,0.00675540221365802,NA
"[415,420)",NA,0.00699550802438413,NA
"[420,425)",NA,0.00815942460347493,NA
"[425,430)",NA,0.0107047687780761,NA
"[430,440)",NA,0.00792566282636243,NA
"[440,445)",NA,0.00714266330421232,NA
"[445,450)",NA,0.00692728922790425,NA
"[450,455)",NA,0.00724951065894867,NA
"[455,460)",NA,0.00754319341524311,NA
"[460,465)",NA,0.00772667409286255,NA
"[465,470)",NA,0.00708424168041154,NA
"[470,475)",NA,0.00715215521976786,NA
"[475,480)",NA,0.00699227460242978,NA
"[480,485)",NA,0.00715215521976786,NA
"[485,490)",NA,0.00782083762556808,NA
"[490,495)",NA,0.00789173691485235,NA
"[495,500)",NA,0.00712361711112552,NA
"[500,505)",NA,0.00659619012057251,NA
"[505,510)",NA,0.0080702478865148,NA
"[510,515)",NA,0.00823116931846038,NA
"[515,520)",NA,0.00763991481420428,NA
"[520,525)",NA,0.0088635058961278,NA
"[525,530)",NA,0.00770825852039545,NA
"[530,535)",NA,0.00827227746154126,NA
"[535,540)",NA,0.00841860488360992,NA
"[540,545)",NA,0.00936712883804177,NA
"[545,550)",NA,0.0129090416624687,NA
"[550,555)",NA,0.0116172955483226,NA
"[555,560)",NA,0.0126758033542647,NA
"[560,565)",NA,0.0116153487874294,NA
"[565,570)",NA,0.0131236336541927,NA
"[570,575)",NA,0.0147126863234147,NA
"[575,580)",NA,0.0221564683762798,NA
"[580,585)",NA,0.0115332881048411,NA
"[585,590)",NA,0.0132291970660222,NA
"[590,595)",NA,0.0214993539954628,0.016146649364939
"[595,600)",NA,NA,0.0122539095562203
"[600,605)",NA,NA,0.012187291614148
"[605,Inf)",NA,NA,0.0121406685702779
