"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,5105,0,1,0,1,1
"2",1,4752,0,1,0,1,1
"3",2,4400,0,1,0,1,1
"4",3,4048,0,1,0,1,1
"5",4,3696,0,1,0,1,1
"6",5,3344,0,1,0,1,1
"7",6,2992,0,1,0,1,1
"8",7,2640,0,1,0,1,1
"9",8,2288,0,1,0,1,1
"10",9,1936,30,0.984504132231405,0.00280713982797221,0.979017584311484,0.990021427513335
"11",10,1583,40,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"12",11,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"13",12,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"14",13,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"15",14,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"16",15,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"17",16,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"18",17,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"19",18,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"20",19,1514,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"21",20,1408,0,0.959627211644383,0.00475051785709571,0.950361391530382,0.968983371520868
"22",0,5087,0,1,0,1,1
"23",1,4735,0,1,0,1,1
"24",2,4383,0,1,0,1,1
"25",3,4031,0,1,0,1,1
"26",4,3679,0,1,0,1,1
"27",5,3327,0,1,0,1,1
"28",6,2975,0,1,0,1,1
"29",7,2623,0,1,0,1,1
"30",8,2271,0,1,0,1,1
"31",9,1918,25,0.98696558915537,0.00258983685623235,0.981902632802304,0.992054651484912
"32",10,1565,41,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"33",11,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"34",12,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"35",13,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"36",14,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"37",15,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"38",16,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"39",17,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"40",18,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"41",19,1490,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"42",20,1408,0,0.961108982666316,0.00471589523704674,0.951910300604448,0.970396555195721
"43",0,5076,0,1,0,1,1
"44",1,4724,0,1,0,1,1
"45",2,4372,0,1,0,1,1
"46",3,4020,0,1,0,1,1
"47",4,3668,0,1,0,1,1
"48",5,3316,0,1,0,1,1
"49",6,2964,0,1,0,1,1
"50",7,2612,0,1,0,1,1
"51",8,2260,0,1,0,1,1
"52",9,1908,11,0.994234800838574,0.00173325496316158,0.990843480592636,0.997637728420319
"53",10,1555,44,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"54",11,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"55",12,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"56",13,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"57",14,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"58",15,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"59",16,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"60",17,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"61",18,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"62",19,1469,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"63",20,1408,0,0.966102111940248,0.00450722263190564,0.957308383908777,0.974976618176519
"64",0,5100,0,1,0,1,1
"65",1,4748,0,1,0,1,1
"66",2,4396,0,1,0,1,1
"67",3,4044,0,1,0,1,1
"68",4,3692,0,1,0,1,1
"69",5,3340,0,1,0,1,1
"70",6,2988,0,1,0,1,1
"71",7,2636,0,1,0,1,1
"72",8,2284,0,1,0,1,1
"73",9,1932,1,0.999482401656315,0.000517464372324525,0.998468704528128,1
"74",10,1579,65,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"75",11,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"76",12,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"77",13,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"78",14,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"79",15,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"80",16,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"81",17,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"82",18,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"83",19,1435,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
"84",20,1408,0,0.958338414254376,0.00502171207025009,0.948546408696928,0.968231504347024
